value,chindex,chlabel,bini,binlabel,SubjID
9.723,15,O2,28,False Alarms Shape_1,S106
11.571,16,P4,28,False Alarms Shape_1,S106
9.777,17,P8,28,False Alarms Shape_1,S106
9.719,18,CP6,28,False Alarms Shape_1,S106
12.526,19,CP2,28,False Alarms Shape_1,S106
9.343,20,CZ,28,False Alarms Shape_1,S106
9.648,21,C4,28,False Alarms Shape_1,S106
3.257,22,T8,28,False Alarms Shape_1,S106
4.138,23,FC6,28,False Alarms Shape_1,S106
7.460,24,FC2,28,False Alarms Shape_1,S106
5.891,25,F4,28,False Alarms Shape_1,S106
0.692,26,F8,28,False Alarms Shape_1,S106
-0.489,27,FP2,28,False Alarms Shape_1,S106
2.065,1,FP1,29,Hits Shape_2,S106
3.178,2,Fz,29,Hits Shape_2,S106
2.641,3,F3,29,Hits Shape_2,S106
-1.476,4,F7,29,Hits Shape_2,S106
1.028,5,FC5,29,Hits Shape_2,S106
6.036,6,FC1,29,Hits Shape_2,S106
6.667,7,C3,29,Hits Shape_2,S106
-0.107,8,T7,29,Hits Shape_2,S106
5.079,9,CP5,29,Hits Shape_2,S106
9.544,10,CP1,29,Hits Shape_2,S106
9.051,11,Pz,29,Hits Shape_2,S106
7.607,12,P3,29,Hits Shape_2,S106
2.921,13,P7,29,Hits Shape_2,S106
5.151,14,O1,29,Hits Shape_2,S106
5.442,15,O2,29,Hits Shape_2,S106
9.064,16,P4,29,Hits Shape_2,S106
5.108,17,P8,29,Hits Shape_2,S106
6.392,18,CP6,29,Hits Shape_2,S106
10.623,19,CP2,29,Hits Shape_2,S106
9.087,20,CZ,29,Hits Shape_2,S106
9.297,21,C4,29,Hits Shape_2,S106
0.816,22,T8,29,Hits Shape_2,S106
3.340,23,FC6,29,Hits Shape_2,S106
6.490,24,FC2,29,Hits Shape_2,S106
0.253,25,F4,29,Hits Shape_2,S106
0.859,26,F8,29,Hits Shape_2,S106
2.919,27,FP2,29,Hits Shape_2,S106
6.947,1,FP1,30,Misses Shape_2,S106
9.312,2,Fz,30,Misses Shape_2,S106
11.319,3,F3,30,Misses Shape_2,S106
5.335,4,F7,30,Misses Shape_2,S106
6.922,5,FC5,30,Misses Shape_2,S106
10.602,6,FC1,30,Misses Shape_2,S106
10.517,7,C3,30,Misses Shape_2,S106
4.800,8,T7,30,Misses Shape_2,S106
6.195,9,CP5,30,Misses Shape_2,S106
9.203,10,CP1,30,Misses Shape_2,S106
5.450,11,Pz,30,Misses Shape_2,S106
6.343,12,P3,30,Misses Shape_2,S106
5.177,13,P7,30,Misses Shape_2,S106
2.857,14,O1,30,Misses Shape_2,S106
1.843,15,O2,30,Misses Shape_2,S106
4.897,16,P4,30,Misses Shape_2,S106
2.347,17,P8,30,Misses Shape_2,S106
4.398,18,CP6,30,Misses Shape_2,S106
8.239,19,CP2,30,Misses Shape_2,S106
10.477,20,CZ,30,Misses Shape_2,S106
9.829,21,C4,30,Misses Shape_2,S106
1.677,22,T8,30,Misses Shape_2,S106
4.945,23,FC6,30,Misses Shape_2,S106
8.745,24,FC2,30,Misses Shape_2,S106
7.372,25,F4,30,Misses Shape_2,S106
2.341,26,F8,30,Misses Shape_2,S106
5.044,27,FP2,30,Misses Shape_2,S106
5.018,1,FP1,31,Correct Rejections Shape_2,S106
10.645,2,Fz,31,Correct Rejections Shape_2,S106
8.935,3,F3,31,Correct Rejections Shape_2,S106
3.803,4,F7,31,Correct Rejections Shape_2,S106
7.441,5,FC5,31,Correct Rejections Shape_2,S106
13.146,6,FC1,31,Correct Rejections Shape_2,S106
13.497,7,C3,31,Correct Rejections Shape_2,S106
5.587,8,T7,31,Correct Rejections Shape_2,S106
10.265,9,CP5,31,Correct Rejections Shape_2,S106
14.117,10,CP1,31,Correct Rejections Shape_2,S106
12.638,11,Pz,31,Correct Rejections Shape_2,S106
11.806,12,P3,31,Correct Rejections Shape_2,S106
7.310,13,P7,31,Correct Rejections Shape_2,S106
7.619,14,O1,31,Correct Rejections Shape_2,S106
7.863,15,O2,31,Correct Rejections Shape_2,S106
11.412,16,P4,31,Correct Rejections Shape_2,S106
7.155,17,P8,31,Correct Rejections Shape_2,S106
9.653,18,CP6,31,Correct Rejections Shape_2,S106
13.505,19,CP2,31,Correct Rejections Shape_2,S106
14.124,20,CZ,31,Correct Rejections Shape_2,S106
12.205,21,C4,31,Correct Rejections Shape_2,S106
2.804,22,T8,31,Correct Rejections Shape_2,S106
6.590,23,FC6,31,Correct Rejections Shape_2,S106
12.387,24,FC2,31,Correct Rejections Shape_2,S106
9.001,25,F4,31,Correct Rejections Shape_2,S106
4.108,26,F8,31,Correct Rejections Shape_2,S106
4.620,27,FP2,31,Correct Rejections Shape_2,S106
4.537,1,FP1,32,False Alarms Shape_2,S106
13.848,2,Fz,32,False Alarms Shape_2,S106
9.661,3,F3,32,False Alarms Shape_2,S106
4.817,4,F7,32,False Alarms Shape_2,S106
7.959,5,FC5,32,False Alarms Shape_2,S106
10.825,6,FC1,32,False Alarms Shape_2,S106
9.370,7,C3,32,False Alarms Shape_2,S106
4.912,8,T7,32,False Alarms Shape_2,S106
7.532,9,CP5,32,False Alarms Shape_2,S106
7.679,10,CP1,32,False Alarms Shape_2,S106
7.022,11,Pz,32,False Alarms Shape_2,S106
8.482,12,P3,32,False Alarms Shape_2,S106
4.330,13,P7,32,False Alarms Shape_2,S106
3.337,14,O1,32,False Alarms Shape_2,S106
2.514,15,O2,32,False Alarms Shape_2,S106
4.898,16,P4,32,False Alarms Shape_2,S106
-0.472,17,P8,32,False Alarms Shape_2,S106
0.779,18,CP6,32,False Alarms Shape_2,S106
6.269,19,CP2,32,False Alarms Shape_2,S106
9.210,20,CZ,32,False Alarms Shape_2,S106
4.325,21,C4,32,False Alarms Shape_2,S106
-1.351,22,T8,32,False Alarms Shape_2,S106
1.474,23,FC6,32,False Alarms Shape_2,S106
8.459,24,FC2,32,False Alarms Shape_2,S106
5.362,25,F4,32,False Alarms Shape_2,S106
0.486,26,F8,32,False Alarms Shape_2,S106
4.675,27,FP2,32,False Alarms Shape_2,S106
2.431,1,FP1,33,Hits Shape_3,S106
9.173,2,Fz,33,Hits Shape_3,S106
7.551,3,F3,33,Hits Shape_3,S106
1.378,4,F7,33,Hits Shape_3,S106
4.931,5,FC5,33,Hits Shape_3,S106
12.360,6,FC1,33,Hits Shape_3,S106
12.010,7,C3,33,Hits Shape_3,S106
4.928,8,T7,33,Hits Shape_3,S106
9.550,9,CP5,33,Hits Shape_3,S106
14.794,10,CP1,33,Hits Shape_3,S106
12.846,11,Pz,33,Hits Shape_3,S106
11.583,12,P3,33,Hits Shape_3,S106
5.873,13,P7,33,Hits Shape_3,S106
6.849,14,O1,33,Hits Shape_3,S106
8.407,15,O2,33,Hits Shape_3,S106
14.231,16,P4,33,Hits Shape_3,S106
8.060,17,P8,33,Hits Shape_3,S106
11.693,18,CP6,33,Hits Shape_3,S106
15.750,19,CP2,33,Hits Shape_3,S106
14.644,20,CZ,33,Hits Shape_3,S106
14.295,21,C4,33,Hits Shape_3,S106
4.099,22,T8,33,Hits Shape_3,S106
6.705,23,FC6,33,Hits Shape_3,S106
11.535,24,FC2,33,Hits Shape_3,S106
6.712,25,F4,33,Hits Shape_3,S106
1.895,26,F8,33,Hits Shape_3,S106
4.557,27,FP2,33,Hits Shape_3,S106
1.599,1,FP1,34,Misses Shape_3,S106
6.655,2,Fz,34,Misses Shape_3,S106
4.012,3,F3,34,Misses Shape_3,S106
2.546,4,F7,34,Misses Shape_3,S106
4.096,5,FC5,34,Misses Shape_3,S106
9.703,6,FC1,34,Misses Shape_3,S106
9.164,7,C3,34,Misses Shape_3,S106
3.678,8,T7,34,Misses Shape_3,S106
6.582,9,CP5,34,Misses Shape_3,S106
7.654,10,CP1,34,Misses Shape_3,S106
5.012,11,Pz,34,Misses Shape_3,S106
6.425,12,P3,34,Misses Shape_3,S106
6.086,13,P7,34,Misses Shape_3,S106
4.081,14,O1,34,Misses Shape_3,S106
5.124,15,O2,34,Misses Shape_3,S106
6.544,16,P4,34,Misses Shape_3,S106
4.019,17,P8,34,Misses Shape_3,S106
4.825,18,CP6,34,Misses Shape_3,S106
7.533,19,CP2,34,Misses Shape_3,S106
7.413,20,CZ,34,Misses Shape_3,S106
9.255,21,C4,34,Misses Shape_3,S106
2.004,22,T8,34,Misses Shape_3,S106
2.963,23,FC6,34,Misses Shape_3,S106
6.854,24,FC2,34,Misses Shape_3,S106
7.377,25,F4,34,Misses Shape_3,S106
2.547,26,F8,34,Misses Shape_3,S106
2.847,27,FP2,34,Misses Shape_3,S106
3.480,1,FP1,35,Correct Rejections Shape_3,S106
7.784,2,Fz,35,Correct Rejections Shape_3,S106
6.934,3,F3,35,Correct Rejections Shape_3,S106
2.319,4,F7,35,Correct Rejections Shape_3,S106
7.198,5,FC5,35,Correct Rejections Shape_3,S106
9.401,6,FC1,35,Correct Rejections Shape_3,S106
11.153,7,C3,35,Correct Rejections Shape_3,S106
6.036,8,T7,35,Correct Rejections Shape_3,S106
11.119,9,CP5,35,Correct Rejections Shape_3,S106
12.316,10,CP1,35,Correct Rejections Shape_3,S106
12.212,11,Pz,35,Correct Rejections Shape_3,S106
11.907,12,P3,35,Correct Rejections Shape_3,S106
7.580,13,P7,35,Correct Rejections Shape_3,S106
6.562,14,O1,35,Correct Rejections Shape_3,S106
10.443,15,O2,35,Correct Rejections Shape_3,S106
14.473,16,P4,35,Correct Rejections Shape_3,S106
10.482,17,P8,35,Correct Rejections Shape_3,S106
12.255,18,CP6,35,Correct Rejections Shape_3,S106
12.933,19,CP2,35,Correct Rejections Shape_3,S106
10.527,20,CZ,35,Correct Rejections Shape_3,S106
11.074,21,C4,35,Correct Rejections Shape_3,S106
4.152,22,T8,35,Correct Rejections Shape_3,S106
6.140,23,FC6,35,Correct Rejections Shape_3,S106
9.693,24,FC2,35,Correct Rejections Shape_3,S106
5.635,25,F4,35,Correct Rejections Shape_3,S106
3.333,26,F8,35,Correct Rejections Shape_3,S106
1.603,27,FP2,35,Correct Rejections Shape_3,S106
-7.782,1,FP1,36,False Alarms Shape_3,S106
3.674,2,Fz,36,False Alarms Shape_3,S106
4.467,3,F3,36,False Alarms Shape_3,S106
-2.673,4,F7,36,False Alarms Shape_3,S106
2.848,5,FC5,36,False Alarms Shape_3,S106
7.877,6,FC1,36,False Alarms Shape_3,S106
6.311,7,C3,36,False Alarms Shape_3,S106
0.941,8,T7,36,False Alarms Shape_3,S106
5.030,9,CP5,36,False Alarms Shape_3,S106
7.487,10,CP1,36,False Alarms Shape_3,S106
5.831,11,Pz,36,False Alarms Shape_3,S106
6.351,12,P3,36,False Alarms Shape_3,S106
0.680,13,P7,36,False Alarms Shape_3,S106
2.521,14,O1,36,False Alarms Shape_3,S106
3.321,15,O2,36,False Alarms Shape_3,S106
8.446,16,P4,36,False Alarms Shape_3,S106
3.299,17,P8,36,False Alarms Shape_3,S106
8.004,18,CP6,36,False Alarms Shape_3,S106
9.420,19,CP2,36,False Alarms Shape_3,S106
6.174,20,CZ,36,False Alarms Shape_3,S106
7.471,21,C4,36,False Alarms Shape_3,S106
0.764,22,T8,36,False Alarms Shape_3,S106
2.087,23,FC6,36,False Alarms Shape_3,S106
5.824,24,FC2,36,False Alarms Shape_3,S106
-4.018,25,F4,36,False Alarms Shape_3,S106
-1.928,26,F8,36,False Alarms Shape_3,S106
-7.257,27,FP2,36,False Alarms Shape_3,S106
-2.272,1,FP1,37,Hits,S106
1.041,2,Fz,37,Hits,S106
1.149,3,F3,37,Hits,S106
-1.905,4,F7,37,Hits,S106
1.336,5,FC5,37,Hits,S106
4.427,6,FC1,37,Hits,S106
6.500,7,C3,37,Hits,S106
2.025,8,T7,37,Hits,S106
6.390,9,CP5,37,Hits,S106
8.397,10,CP1,37,Hits,S106
7.952,11,Pz,37,Hits,S106
8.003,12,P3,37,Hits,S106
5.373,13,P7,37,Hits,S106
6.007,14,O1,37,Hits,S106
6.252,15,O2,37,Hits,S106
8.099,16,P4,37,Hits,S106
5.161,17,P8,37,Hits,S106
5.212,18,CP6,37,Hits,S106
8.282,19,CP2,37,Hits,S106
6.528,20,CZ,37,Hits,S106
6.302,21,C4,37,Hits,S106
-0.448,22,T8,37,Hits,S106
0.570,23,FC6,37,Hits,S106
3.682,24,FC2,37,Hits,S106
-0.749,25,F4,37,Hits,S106
-2.424,26,F8,37,Hits,S106
-1.755,27,FP2,37,Hits,S106
1.920,1,FP1,38,Misses,S106
6.198,2,Fz,38,Misses,S106
5.280,3,F3,38,Misses,S106
2.171,4,F7,38,Misses,S106
5.607,5,FC5,38,Misses,S106
8.186,6,FC1,38,Misses,S106
9.274,7,C3,38,Misses,S106
4.796,8,T7,38,Misses,S106
8.086,9,CP5,38,Misses,S106
9.632,10,CP1,38,Misses,S106
7.689,11,Pz,38,Misses,S106
9.289,12,P3,38,Misses,S106
7.821,13,P7,38,Misses,S106
6.697,14,O1,38,Misses,S106
5.795,15,O2,38,Misses,S106
7.239,16,P4,38,Misses,S106
4.172,17,P8,38,Misses,S106
4.787,18,CP6,38,Misses,S106
8.308,19,CP2,38,Misses,S106
8.838,20,CZ,38,Misses,S106
8.710,21,C4,38,Misses,S106
0.713,22,T8,38,Misses,S106
3.441,23,FC6,38,Misses,S106
6.896,24,FC2,38,Misses,S106
5.938,25,F4,38,Misses,S106
1.711,26,F8,38,Misses,S106
2.839,27,FP2,38,Misses,S106
4.423,1,FP1,39,Correct Rejections,S106
8.168,2,Fz,39,Correct Rejections,S106
7.363,3,F3,39,Correct Rejections,S106
3.592,4,F7,39,Correct Rejections,S106
7.049,5,FC5,39,Correct Rejections,S106
10.170,6,FC1,39,Correct Rejections,S106
11.588,7,C3,39,Correct Rejections,S106
5.899,8,T7,39,Correct Rejections,S106
10.090,9,CP5,39,Correct Rejections,S106
12.415,10,CP1,39,Correct Rejections,S106
10.481,11,Pz,39,Correct Rejections,S106
10.989,12,P3,39,Correct Rejections,S106
6.808,13,P7,39,Correct Rejections,S106
6.190,14,O1,39,Correct Rejections,S106
7.917,15,O2,39,Correct Rejections,S106
11.866,16,P4,39,Correct Rejections,S106
7.456,17,P8,39,Correct Rejections,S106
10.005,18,CP6,39,Correct Rejections,S106
12.436,19,CP2,39,Correct Rejections,S106
11.137,20,CZ,39,Correct Rejections,S106
10.766,21,C4,39,Correct Rejections,S106
3.397,22,T8,39,Correct Rejections,S106
5.923,23,FC6,39,Correct Rejections,S106
9.892,24,FC2,39,Correct Rejections,S106
6.367,25,F4,39,Correct Rejections,S106
3.843,26,F8,39,Correct Rejections,S106
3.683,27,FP2,39,Correct Rejections,S106
-6.043,1,FP1,40,False Alarms,S106
7.059,2,Fz,40,False Alarms,S106
6.022,3,F3,40,False Alarms,S106
0.992,4,F7,40,False Alarms,S106
5.651,5,FC5,40,False Alarms,S106
9.276,6,FC1,40,False Alarms,S106
8.876,7,C3,40,False Alarms,S106
3.292,8,T7,40,False Alarms,S106
6.646,9,CP5,40,False Alarms,S106
8.412,10,CP1,40,False Alarms,S106
7.109,11,Pz,40,False Alarms,S106
7.831,12,P3,40,False Alarms,S106
3.610,13,P7,40,False Alarms,S106
4.498,14,O1,40,False Alarms,S106
5.186,15,O2,40,False Alarms,S106
8.305,16,P4,40,False Alarms,S106
4.201,17,P8,40,False Alarms,S106
6.167,18,CP6,40,False Alarms,S106
9.405,19,CP2,40,False Alarms,S106
8.242,20,CZ,40,False Alarms,S106
7.148,21,C4,40,False Alarms,S106
0.890,22,T8,40,False Alarms,S106
2.566,23,FC6,40,False Alarms,S106
7.248,24,FC2,40,False Alarms,S106
2.412,25,F4,40,False Alarms,S106
-0.250,26,F8,40,False Alarms,S106
-1.024,27,FP2,40,False Alarms,S106
-0.176,1,FP1,41,Old,S106
3.619,2,Fz,41,Old,S106
3.214,3,F3,41,Old,S106
0.133,4,F7,41,Old,S106
3.471,5,FC5,41,Old,S106
6.307,6,FC1,41,Old,S106
7.887,7,C3,41,Old,S106
3.410,8,T7,41,Old,S106
7.238,9,CP5,41,Old,S106
9.014,10,CP1,41,Old,S106
7.821,11,Pz,41,Old,S106
8.646,12,P3,41,Old,S106
6.597,13,P7,41,Old,S106
6.352,14,O1,41,Old,S106
6.023,15,O2,41,Old,S106
7.669,16,P4,41,Old,S106
4.667,17,P8,41,Old,S106
5.000,18,CP6,41,Old,S106
8.295,19,CP2,41,Old,S106
7.683,20,CZ,41,Old,S106
7.506,21,C4,41,Old,S106
0.133,22,T8,41,Old,S106
2.005,23,FC6,41,Old,S106
5.289,24,FC2,41,Old,S106
2.594,25,F4,41,Old,S106
-0.357,26,F8,41,Old,S106
0.542,27,FP2,41,Old,S106
-0.810,1,FP1,42,New,S106
7.614,2,Fz,42,New,S106
6.693,3,F3,42,New,S106
2.292,4,F7,42,New,S106
6.350,5,FC5,42,New,S106
9.723,6,FC1,42,New,S106
10.232,7,C3,42,New,S106
4.595,8,T7,42,New,S106
8.368,9,CP5,42,New,S106
10.414,10,CP1,42,New,S106
8.795,11,Pz,42,New,S106
9.410,12,P3,42,New,S106
5.209,13,P7,42,New,S106
5.344,14,O1,42,New,S106
6.552,15,O2,42,New,S106
10.086,16,P4,42,New,S106
5.828,17,P8,42,New,S106
8.086,18,CP6,42,New,S106
10.921,19,CP2,42,New,S106
9.690,20,CZ,42,New,S106
8.957,21,C4,42,New,S106
2.143,22,T8,42,New,S106
4.245,23,FC6,42,New,S106
8.570,24,FC2,42,New,S106
4.389,25,F4,42,New,S106
1.797,26,F8,42,New,S106
1.330,27,FP2,42,New,S106
1.075,1,FP1,43,Correct Responses,S106
4.605,2,Fz,43,Correct Responses,S106
4.256,3,F3,43,Correct Responses,S106
0.844,4,F7,43,Correct Responses,S106
4.192,5,FC5,43,Correct Responses,S106
7.299,6,FC1,43,Correct Responses,S106
9.044,7,C3,43,Correct Responses,S106
3.962,8,T7,43,Correct Responses,S106
8.240,9,CP5,43,Correct Responses,S106
10.406,10,CP1,43,Correct Responses,S106
9.217,11,Pz,43,Correct Responses,S106
9.496,12,P3,43,Correct Responses,S106
6.091,13,P7,43,Correct Responses,S106
6.099,14,O1,43,Correct Responses,S106
7.084,15,O2,43,Correct Responses,S106
9.983,16,P4,43,Correct Responses,S106
6.308,17,P8,43,Correct Responses,S106
7.608,18,CP6,43,Correct Responses,S106
10.359,19,CP2,43,Correct Responses,S106
8.833,20,CZ,43,Correct Responses,S106
8.534,21,C4,43,Correct Responses,S106
1.474,22,T8,43,Correct Responses,S106
3.246,23,FC6,43,Correct Responses,S106
6.787,24,FC2,43,Correct Responses,S106
2.809,25,F4,43,Correct Responses,S106
0.709,26,F8,43,Correct Responses,S106
0.964,27,FP2,43,Correct Responses,S106
-2.062,1,FP1,44,Incorrect Responses,S106
6.628,2,Fz,44,Incorrect Responses,S106
5.651,3,F3,44,Incorrect Responses,S106
1.581,4,F7,44,Incorrect Responses,S106
5.629,5,FC5,44,Incorrect Responses,S106
8.731,6,FC1,44,Incorrect Responses,S106
9.075,7,C3,44,Incorrect Responses,S106
4.044,8,T7,44,Incorrect Responses,S106
7.366,9,CP5,44,Incorrect Responses,S106
9.022,10,CP1,44,Incorrect Responses,S106
7.399,11,Pz,44,Incorrect Responses,S106
8.560,12,P3,44,Incorrect Responses,S106
5.716,13,P7,44,Incorrect Responses,S106
5.598,14,O1,44,Incorrect Responses,S106
5.491,15,O2,44,Incorrect Responses,S106
7.772,16,P4,44,Incorrect Responses,S106
4.187,17,P8,44,Incorrect Responses,S106
5.477,18,CP6,44,Incorrect Responses,S106
8.857,19,CP2,44,Incorrect Responses,S106
8.540,20,CZ,44,Incorrect Responses,S106
7.929,21,C4,44,Incorrect Responses,S106
0.802,22,T8,44,Incorrect Responses,S106
3.004,23,FC6,44,Incorrect Responses,S106
7.072,24,FC2,44,Incorrect Responses,S106
4.175,25,F4,44,Incorrect Responses,S106
0.730,26,F8,44,Incorrect Responses,S106
0.908,27,FP2,44,Incorrect Responses,S106
3.771,1,FP1,45,Hits Minus False Alarms,S106
-6.018,2,Fz,45,Hits Minus False Alarms,S106
-4.873,3,F3,45,Hits Minus False Alarms,S106
-2.896,4,F7,45,Hits Minus False Alarms,S106
-4.316,5,FC5,45,Hits Minus False Alarms,S106
-4.848,6,FC1,45,Hits Minus False Alarms,S106
-2.376,7,C3,45,Hits Minus False Alarms,S106
-1.267,8,T7,45,Hits Minus False Alarms,S106
-0.256,9,CP5,45,Hits Minus False Alarms,S106
-0.015,10,CP1,45,Hits Minus False Alarms,S106
0.844,11,Pz,45,Hits Minus False Alarms,S106
0.172,12,P3,45,Hits Minus False Alarms,S106
1.763,13,P7,45,Hits Minus False Alarms,S106
1.509,14,O1,45,Hits Minus False Alarms,S106
1.065,15,O2,45,Hits Minus False Alarms,S106
-0.206,16,P4,45,Hits Minus False Alarms,S106
0.959,17,P8,45,Hits Minus False Alarms,S106
-0.955,18,CP6,45,Hits Minus False Alarms,S106
-1.122,19,CP2,45,Hits Minus False Alarms,S106
-1.714,20,CZ,45,Hits Minus False Alarms,S106
-0.846,21,C4,45,Hits Minus False Alarms,S106
-1.338,22,T8,45,Hits Minus False Alarms,S106
-1.996,23,FC6,45,Hits Minus False Alarms,S106
-3.566,24,FC2,45,Hits Minus False Alarms,S106
-3.160,25,F4,45,Hits Minus False Alarms,S106
-2.174,26,F8,45,Hits Minus False Alarms,S106
-0.732,27,FP2,45,Hits Minus False Alarms,S106
-4.192,1,FP1,46,Hits Minus Misses,S106
-5.157,2,Fz,46,Hits Minus Misses,S106
-4.131,3,F3,46,Hits Minus Misses,S106
-4.076,4,F7,46,Hits Minus Misses,S106
-4.271,5,FC5,46,Hits Minus Misses,S106
-3.759,6,FC1,46,Hits Minus Misses,S106
-2.774,7,C3,46,Hits Minus Misses,S106
-2.770,8,T7,46,Hits Minus Misses,S106
-1.696,9,CP5,46,Hits Minus Misses,S106
-1.235,10,CP1,46,Hits Minus Misses,S106
0.263,11,Pz,46,Hits Minus Misses,S106
-1.286,12,P3,46,Hits Minus Misses,S106
-2.448,13,P7,46,Hits Minus Misses,S106
-0.690,14,O1,46,Hits Minus Misses,S106
0.456,15,O2,46,Hits Minus Misses,S106
0.860,16,P4,46,Hits Minus Misses,S106
0.988,17,P8,46,Hits Minus Misses,S106
0.425,18,CP6,46,Hits Minus Misses,S106
-0.026,19,CP2,46,Hits Minus Misses,S106
-2.310,20,CZ,46,Hits Minus Misses,S106
-2.408,21,C4,46,Hits Minus Misses,S106
-1.161,22,T8,46,Hits Minus Misses,S106
-2.871,23,FC6,46,Hits Minus Misses,S106
-3.214,24,FC2,46,Hits Minus Misses,S106
-6.687,25,F4,46,Hits Minus Misses,S106
-4.135,26,F8,46,Hits Minus Misses,S106
-4.595,27,FP2,46,Hits Minus Misses,S106
-6.695,1,FP1,47,Hits Minus Correct Rejections,S106
-7.128,2,Fz,47,Hits Minus Correct Rejections,S106
-6.214,3,F3,47,Hits Minus Correct Rejections,S106
