mlabel,value,chindex,chlabel,bini,binlabel,SubjID
n400,-5.059,21,C4,5,nonword_small_simple,S136_erp
n400,-0.392,22,T8,5,nonword_small_simple,S136_erp
n400,-3.986,23,FC6,5,nonword_small_simple,S136_erp
n400,-5.130,24,FC2,5,nonword_small_simple,S136_erp
n400,-2.417,25,F4,5,nonword_small_simple,S136_erp
n400,-1.671,26,F8,5,nonword_small_simple,S136_erp
n400,-2.062,1,FP1,6,nonword_large_simple,S136_erp
n400,-3.541,2,Fz,6,nonword_large_simple,S136_erp
n400,-1.539,3,F3,6,nonword_large_simple,S136_erp
n400,-1.007,4,F7,6,nonword_large_simple,S136_erp
n400,-0.715,5,FC5,6,nonword_large_simple,S136_erp
n400,-0.988,6,FC1,6,nonword_large_simple,S136_erp
n400,0.375,7,C3,6,nonword_large_simple,S136_erp
n400,-1.377,8,T7,6,nonword_large_simple,S136_erp
n400,1.346,9,CP5,6,nonword_large_simple,S136_erp
n400,1.132,10,CP1,6,nonword_large_simple,S136_erp
n400,0.722,11,Pz,6,nonword_large_simple,S136_erp
n400,-1.974,12,P3,6,nonword_large_simple,S136_erp
n400,0.044,13,P7,6,nonword_large_simple,S136_erp
n400,-2.723,14,O1,6,nonword_large_simple,S136_erp
n400,-1.330,15,O2,6,nonword_large_simple,S136_erp
n400,3.438,16,P4,6,nonword_large_simple,S136_erp
n400,3.292,17,P8,6,nonword_large_simple,S136_erp
n400,2.084,18,CP6,6,nonword_large_simple,S136_erp
n400,1.685,19,CP2,6,nonword_large_simple,S136_erp
n400,1.100,20,CZ,6,nonword_large_simple,S136_erp
n400,-2.318,21,C4,6,nonword_large_simple,S136_erp
n400,0.597,22,T8,6,nonword_large_simple,S136_erp
n400,-1.647,23,FC6,6,nonword_large_simple,S136_erp
n400,-1.777,24,FC2,6,nonword_large_simple,S136_erp
n400,-1.816,25,F4,6,nonword_large_simple,S136_erp
n400,-0.543,26,F8,6,nonword_large_simple,S136_erp
n400,-10.315,1,FP1,1,Critical_word_small_family,S137_erp
n400,-4.106,2,Fz,1,Critical_word_small_family,S137_erp
n400,-4.102,3,F3,1,Critical_word_small_family,S137_erp
n400,-2.750,4,F7,1,Critical_word_small_family,S137_erp
n400,0.454,5,FC5,1,Critical_word_small_family,S137_erp
n400,-2.689,6,FC1,1,Critical_word_small_family,S137_erp
n400,-1.274,7,C3,1,Critical_word_small_family,S137_erp
n400,-3.027,8,T7,1,Critical_word_small_family,S137_erp
n400,-1.394,9,CP5,1,Critical_word_small_family,S137_erp
n400,-0.796,10,CP1,1,Critical_word_small_family,S137_erp
n400,-0.718,11,Pz,1,Critical_word_small_family,S137_erp
n400,-0.110,12,P3,1,Critical_word_small_family,S137_erp
n400,-1.557,13,P7,1,Critical_word_small_family,S137_erp
n400,3.153,14,O1,1,Critical_word_small_family,S137_erp
n400,-0.037,15,O2,1,Critical_word_small_family,S137_erp
n400,-0.919,16,P4,1,Critical_word_small_family,S137_erp
n400,1.834,17,P8,1,Critical_word_small_family,S137_erp
n400,1.676,18,CP6,1,Critical_word_small_family,S137_erp
n400,-0.728,19,CP2,1,Critical_word_small_family,S137_erp
n400,-3.554,20,CZ,1,Critical_word_small_family,S137_erp
n400,-1.096,21,C4,1,Critical_word_small_family,S137_erp
n400,-0.802,22,T8,1,Critical_word_small_family,S137_erp
n400,-1.842,23,FC6,1,Critical_word_small_family,S137_erp
n400,-2.671,24,FC2,1,Critical_word_small_family,S137_erp
n400,-1.299,25,F4,1,Critical_word_small_family,S137_erp
n400,-3.636,26,F8,1,Critical_word_small_family,S137_erp
n400,-13.619,1,FP1,2,Critical_word_large_family,S137_erp
n400,-12.348,2,Fz,2,Critical_word_large_family,S137_erp
n400,-11.676,3,F3,2,Critical_word_large_family,S137_erp
n400,-2.764,4,F7,2,Critical_word_large_family,S137_erp
n400,-7.410,5,FC5,2,Critical_word_large_family,S137_erp
n400,-11.047,6,FC1,2,Critical_word_large_family,S137_erp
n400,-6.220,7,C3,2,Critical_word_large_family,S137_erp
n400,-10.952,8,T7,2,Critical_word_large_family,S137_erp
n400,-7.172,9,CP5,2,Critical_word_large_family,S137_erp
n400,-7.179,10,CP1,2,Critical_word_large_family,S137_erp
n400,-6.648,11,Pz,2,Critical_word_large_family,S137_erp
n400,-6.324,12,P3,2,Critical_word_large_family,S137_erp
n400,-6.456,13,P7,2,Critical_word_large_family,S137_erp
n400,1.016,14,O1,2,Critical_word_large_family,S137_erp
n400,-3.411,15,O2,2,Critical_word_large_family,S137_erp
n400,-5.023,16,P4,2,Critical_word_large_family,S137_erp
n400,-1.832,17,P8,2,Critical_word_large_family,S137_erp
n400,-5.627,18,CP6,2,Critical_word_large_family,S137_erp
n400,-6.903,19,CP2,2,Critical_word_large_family,S137_erp
n400,-10.445,20,CZ,2,Critical_word_large_family,S137_erp
n400,-8.754,21,C4,2,Critical_word_large_family,S137_erp
n400,-5.250,22,T8,2,Critical_word_large_family,S137_erp
n400,-8.252,23,FC6,2,Critical_word_large_family,S137_erp
n400,-8.268,24,FC2,2,Critical_word_large_family,S137_erp
n400,-4.864,25,F4,2,Critical_word_large_family,S137_erp
n400,-11.924,26,F8,2,Critical_word_large_family,S137_erp
n400,-5.254,1,FP1,3,nonword_small_complex,S137_erp
n400,2.746,2,Fz,3,nonword_small_complex,S137_erp
n400,0.008,3,F3,3,nonword_small_complex,S137_erp
n400,-2.038,4,F7,3,nonword_small_complex,S137_erp
n400,3.150,5,FC5,3,nonword_small_complex,S137_erp
n400,0.979,6,FC1,3,nonword_small_complex,S137_erp
n400,2.132,7,C3,3,nonword_small_complex,S137_erp
n400,4.392,8,T7,3,nonword_small_complex,S137_erp
n400,5.095,9,CP5,3,nonword_small_complex,S137_erp
n400,1.863,10,CP1,3,nonword_small_complex,S137_erp
n400,2.822,11,Pz,3,nonword_small_complex,S137_erp
n400,4.477,12,P3,3,nonword_small_complex,S137_erp
n400,4.936,13,P7,3,nonword_small_complex,S137_erp
n400,4.168,14,O1,3,nonword_small_complex,S137_erp
n400,4.455,15,O2,3,nonword_small_complex,S137_erp
n400,3.738,16,P4,3,nonword_small_complex,S137_erp
n400,6.973,17,P8,3,nonword_small_complex,S137_erp
n400,3.674,18,CP6,3,nonword_small_complex,S137_erp
n400,1.281,19,CP2,3,nonword_small_complex,S137_erp
n400,-0.522,20,CZ,3,nonword_small_complex,S137_erp
n400,2.921,21,C4,3,nonword_small_complex,S137_erp
n400,2.537,22,T8,3,nonword_small_complex,S137_erp
n400,2.776,23,FC6,3,nonword_small_complex,S137_erp
n400,0.083,24,FC2,3,nonword_small_complex,S137_erp
n400,-0.862,25,F4,3,nonword_small_complex,S137_erp
n400,2.370,26,F8,3,nonword_small_complex,S137_erp
n400,-2.015,1,FP1,4,nonword_large_complex,S137_erp
n400,2.269,2,Fz,4,nonword_large_complex,S137_erp
n400,0.144,3,F3,4,nonword_large_complex,S137_erp
n400,-5.303,4,F7,4,nonword_large_complex,S137_erp
n400,1.965,5,FC5,4,nonword_large_complex,S137_erp
n400,-0.754,6,FC1,4,nonword_large_complex,S137_erp
n400,-0.809,7,C3,4,nonword_large_complex,S137_erp
n400,5.161,8,T7,4,nonword_large_complex,S137_erp
n400,3.918,9,CP5,4,nonword_large_complex,S137_erp
n400,0.207,10,CP1,4,nonword_large_complex,S137_erp
n400,-0.335,11,Pz,4,nonword_large_complex,S137_erp
n400,4.316,12,P3,4,nonword_large_complex,S137_erp
n400,3.268,13,P7,4,nonword_large_complex,S137_erp
n400,-0.085,14,O1,4,nonword_large_complex,S137_erp
n400,1.479,15,O2,4,nonword_large_complex,S137_erp
n400,0.057,16,P4,4,nonword_large_complex,S137_erp
n400,3.230,17,P8,4,nonword_large_complex,S137_erp
n400,2.248,18,CP6,4,nonword_large_complex,S137_erp
n400,-3.387,19,CP2,4,nonword_large_complex,S137_erp
n400,-1.240,20,CZ,4,nonword_large_complex,S137_erp
n400,0.984,21,C4,4,nonword_large_complex,S137_erp
n400,1.204,22,T8,4,nonword_large_complex,S137_erp
n400,1.654,23,FC6,4,nonword_large_complex,S137_erp
n400,-0.653,24,FC2,4,nonword_large_complex,S137_erp
n400,-1.861,25,F4,4,nonword_large_complex,S137_erp
n400,3.217,26,F8,4,nonword_large_complex,S137_erp
n400,-11.100,1,FP1,5,nonword_small_simple,S137_erp
n400,-7.289,2,Fz,5,nonword_small_simple,S137_erp
n400,-6.644,3,F3,5,nonword_small_simple,S137_erp
n400,-4.083,4,F7,5,nonword_small_simple,S137_erp
n400,-2.288,5,FC5,5,nonword_small_simple,S137_erp
n400,-6.437,6,FC1,5,nonword_small_simple,S137_erp
n400,-3.845,7,C3,5,nonword_small_simple,S137_erp
n400,-6.322,8,T7,5,nonword_small_simple,S137_erp
n400,-7.360,9,CP5,5,nonword_small_simple,S137_erp
n400,-6.005,10,CP1,5,nonword_small_simple,S137_erp
n400,-4.592,11,Pz,5,nonword_small_simple,S137_erp
n400,-6.412,12,P3,5,nonword_small_simple,S137_erp
n400,-3.100,13,P7,5,nonword_small_simple,S137_erp
n400,-0.255,14,O1,5,nonword_small_simple,S137_erp
n400,-2.991,15,O2,5,nonword_small_simple,S137_erp
n400,-2.444,16,P4,5,nonword_small_simple,S137_erp
n400,-0.409,17,P8,5,nonword_small_simple,S137_erp
n400,-1.764,18,CP6,5,nonword_small_simple,S137_erp
n400,-5.004,19,CP2,5,nonword_small_simple,S137_erp
n400,-7.515,20,CZ,5,nonword_small_simple,S137_erp
n400,-4.349,21,C4,5,nonword_small_simple,S137_erp
n400,-1.991,22,T8,5,nonword_small_simple,S137_erp
n400,-3.193,23,FC6,5,nonword_small_simple,S137_erp
n400,-6.435,24,FC2,5,nonword_small_simple,S137_erp
n400,-3.331,25,F4,5,nonword_small_simple,S137_erp
n400,-6.354,26,F8,5,nonword_small_simple,S137_erp
n400,1.153,1,FP1,6,nonword_large_simple,S137_erp
n400,4.503,2,Fz,6,nonword_large_simple,S137_erp
n400,2.515,3,F3,6,nonword_large_simple,S137_erp
n400,0.974,4,F7,6,nonword_large_simple,S137_erp
n400,3.277,5,FC5,6,nonword_large_simple,S137_erp
n400,1.114,6,FC1,6,nonword_large_simple,S137_erp
n400,1.286,7,C3,6,nonword_large_simple,S137_erp
n400,6.622,8,T7,6,nonword_large_simple,S137_erp
n400,2.636,9,CP5,6,nonword_large_simple,S137_erp
n400,0.900,10,CP1,6,nonword_large_simple,S137_erp
n400,1.580,11,Pz,6,nonword_large_simple,S137_erp
n400,4.222,12,P3,6,nonword_large_simple,S137_erp
n400,4.388,13,P7,6,nonword_large_simple,S137_erp
n400,1.571,14,O1,6,nonword_large_simple,S137_erp
n400,3.115,15,O2,6,nonword_large_simple,S137_erp
n400,2.192,16,P4,6,nonword_large_simple,S137_erp
n400,5.421,17,P8,6,nonword_large_simple,S137_erp
n400,3.680,18,CP6,6,nonword_large_simple,S137_erp
n400,-3.302,19,CP2,6,nonword_large_simple,S137_erp
n400,-0.896,20,CZ,6,nonword_large_simple,S137_erp
n400,1.936,21,C4,6,nonword_large_simple,S137_erp
n400,1.190,22,T8,6,nonword_large_simple,S137_erp
n400,2.132,23,FC6,6,nonword_large_simple,S137_erp
n400,0.188,24,FC2,6,nonword_large_simple,S137_erp
n400,-0.779,25,F4,6,nonword_large_simple,S137_erp
n400,3.580,26,F8,6,nonword_large_simple,S137_erp
n400,12.984,1,FP1,1,Critical_word_small_family,S138_erp
n400,3.131,2,Fz,1,Critical_word_small_family,S138_erp
n400,4.547,3,F3,1,Critical_word_small_family,S138_erp
n400,3.180,4,F7,1,Critical_word_small_family,S138_erp
n400,2.579,5,FC5,1,Critical_word_small_family,S138_erp
n400,1.493,6,FC1,1,Critical_word_small_family,S138_erp
n400,1.493,7,C3,1,Critical_word_small_family,S138_erp
n400,1.961,8,T7,1,Critical_word_small_family,S138_erp
n400,-1.135,9,CP5,1,Critical_word_small_family,S138_erp
n400,0.257,10,CP1,1,Critical_word_small_family,S138_erp
n400,3.621,11,Pz,1,Critical_word_small_family,S138_erp
n400,2.525,12,P3,1,Critical_word_small_family,S138_erp
n400,0.401,13,P7,1,Critical_word_small_family,S138_erp
n400,-0.494,14,O1,1,Critical_word_small_family,S138_erp
n400,0.714,15,O2,1,Critical_word_small_family,S138_erp
n400,2.039,16,P4,1,Critical_word_small_family,S138_erp
n400,2.202,17,P8,1,Critical_word_small_family,S138_erp
n400,0.602,18,CP6,1,Critical_word_small_family,S138_erp
n400,2.698,19,CP2,1,Critical_word_small_family,S138_erp
n400,1.794,20,CZ,1,Critical_word_small_family,S138_erp
n400,0.177,21,C4,1,Critical_word_small_family,S138_erp
n400,-0.975,22,T8,1,Critical_word_small_family,S138_erp
n400,1.473,23,FC6,1,Critical_word_small_family,S138_erp
n400,1.190,24,FC2,1,Critical_word_small_family,S138_erp
n400,2.654,25,F4,1,Critical_word_small_family,S138_erp
n400,2.414,26,F8,1,Critical_word_small_family,S138_erp
n400,12.390,1,FP1,2,Critical_word_large_family,S138_erp
n400,1.483,2,Fz,2,Critical_word_large_family,S138_erp
n400,2.787,3,F3,2,Critical_word_large_family,S138_erp
n400,2.553,4,F7,2,Critical_word_large_family,S138_erp
n400,0.978,5,FC5,2,Critical_word_large_family,S138_erp
n400,1.517,6,FC1,2,Critical_word_large_family,S138_erp
n400,3.055,7,C3,2,Critical_word_large_family,S138_erp
n400,1.144,8,T7,2,Critical_word_large_family,S138_erp
n400,-1.206,9,CP5,2,Critical_word_large_family,S138_erp
n400,-1.697,10,CP1,2,Critical_word_large_family,S138_erp
n400,0.348,11,Pz,2,Critical_word_large_family,S138_erp
n400,1.411,12,P3,2,Critical_word_large_family,S138_erp
n400,2.283,13,P7,2,Critical_word_large_family,S138_erp
n400,-0.903,14,O1,2,Critical_word_large_family,S138_erp
n400,0.006,15,O2,2,Critical_word_large_family,S138_erp
n400,0.047,16,P4,2,Critical_word_large_family,S138_erp
n400,1.716,17,P8,2,Critical_word_large_family,S138_erp
n400,-0.630,18,CP6,2,Critical_word_large_family,S138_erp
n400,-1.232,19,CP2,2,Critical_word_large_family,S138_erp
n400,-0.149,20,CZ,2,Critical_word_large_family,S138_erp
n400,-0.356,21,C4,2,Critical_word_large_family,S138_erp
n400,-0.662,22,T8,2,Critical_word_large_family,S138_erp
n400,-0.413,23,FC6,2,Critical_word_large_family,S138_erp
n400,-0.790,24,FC2,2,Critical_word_large_family,S138_erp
n400,2.730,25,F4,2,Critical_word_large_family,S138_erp
n400,4.840,26,F8,2,Critical_word_large_family,S138_erp
n400,11.683,1,FP1,3,nonword_small_complex,S138_erp
n400,1.553,2,Fz,3,nonword_small_complex,S138_erp
n400,5.218,3,F3,3,nonword_small_complex,S138_erp
n400,2.639,4,F7,3,nonword_small_complex,S138_erp
n400,-0.165,5,FC5,3,nonword_small_complex,S138_erp
n400,-0.770,6,FC1,3,nonword_small_complex,S138_erp
n400,-2.808,7,C3,3,nonword_small_complex,S138_erp
n400,0.577,8,T7,3,nonword_small_complex,S138_erp
n400,-1.622,9,CP5,3,nonword_small_complex,S138_erp
n400,-2.168,10,CP1,3,nonword_small_complex,S138_erp
n400,-0.402,11,Pz,3,nonword_small_complex,S138_erp
n400,-0.323,12,P3,3,nonword_small_complex,S138_erp
n400,0.757,13,P7,3,nonword_small_complex,S138_erp
n400,-3.789,14,O1,3,nonword_small_complex,S138_erp
n400,-2.577,15,O2,3,nonword_small_complex,S138_erp
n400,0.187,16,P4,3,nonword_small_complex,S138_erp
n400,-2.215,17,P8,3,nonword_small_complex,S138_erp
n400,-0.976,18,CP6,3,nonword_small_complex,S138_erp
n400,-2.330,19,CP2,3,nonword_small_complex,S138_erp
n400,-3.977,20,CZ,3,nonword_small_complex,S138_erp
n400,-1.576,21,C4,3,nonword_small_complex,S138_erp
n400,1.792,22,T8,3,nonword_small_complex,S138_erp
n400,1.965,23,FC6,3,nonword_small_complex,S138_erp
n400,-4.135,24,FC2,3,nonword_small_complex,S138_erp
n400,0.112,25,F4,3,nonword_small_complex,S138_erp
n400,5.172,26,F8,3,nonword_small_complex,S138_erp
n400,4.456,1,FP1,4,nonword_large_complex,S138_erp
n400,-0.123,2,Fz,4,nonword_large_complex,S138_erp
n400,0.604,3,F3,4,nonword_large_complex,S138_erp
n400,0.294,4,F7,4,nonword_large_complex,S138_erp
n400,1.530,5,FC5,4,nonword_large_complex,S138_erp
n400,-3.755,6,FC1,4,nonword_large_complex,S138_erp
n400,0.159,7,C3,4,nonword_large_complex,S138_erp
n400,-2.615,8,T7,4,nonword_large_complex,S138_erp
n400,1.549,9,CP5,4,nonword_large_complex,S138_erp
n400,-2.719,10,CP1,4,nonword_large_complex,S138_erp
n400,2.771,11,Pz,4,nonword_large_complex,S138_erp
n400,2.935,12,P3,4,nonword_large_complex,S138_erp
n400,0.925,13,P7,4,nonword_large_complex,S138_erp
n400,-0.992,14,O1,4,nonword_large_complex,S138_erp
n400,5.003,15,O2,4,nonword_large_complex,S138_erp
n400,3.487,16,P4,4,nonword_large_complex,S138_erp
n400,5.636,17,P8,4,nonword_large_complex,S138_erp
n400,-0.229,18,CP6,4,nonword_large_complex,S138_erp
n400,-0.623,19,CP2,4,nonword_large_complex,S138_erp
n400,-2.098,20,CZ,4,nonword_large_complex,S138_erp
n400,-4.608,21,C4,4,nonword_large_complex,S138_erp
n400,1.059,22,T8,4,nonword_large_complex,S138_erp
n400,-2.524,23,FC6,4,nonword_large_complex,S138_erp
n400,-2.077,24,FC2,4,nonword_large_complex,S138_erp
n400,-2.720,25,F4,4,nonword_large_complex,S138_erp
n400,-0.095,26,F8,4,nonword_large_complex,S138_erp
n400,14.643,1,FP1,5,nonword_small_simple,S138_erp
n400,2.865,2,Fz,5,nonword_small_simple,S138_erp
n400,2.654,3,F3,5,nonword_small_simple,S138_erp
n400,6.676,4,F7,5,nonword_small_simple,S138_erp
n400,1.927,5,FC5,5,nonword_small_simple,S138_erp
n400,-2.063,6,FC1,5,nonword_small_simple,S138_erp
n400,-0.077,7,C3,5,nonword_small_simple,S138_erp
n400,1.850,8,T7,5,nonword_small_simple,S138_erp
n400,-1.674,9,CP5,5,nonword_small_simple,S138_erp
n400,-1.175,10,CP1,5,nonword_small_simple,S138_erp
n400,-2.584,11,Pz,5,nonword_small_simple,S138_erp
n400,-3.286,12,P3,5,nonword_small_simple,S138_erp
n400,-3.106,13,P7,5,nonword_small_simple,S138_erp
n400,-5.112,14,O1,5,nonword_small_simple,S138_erp
n400,-1.875,15,O2,5,nonword_small_simple,S138_erp
n400,-0.106,16,P4,5,nonword_small_simple,S138_erp
n400,0.910,17,P8,5,nonword_small_simple,S138_erp
n400,-0.107,18,CP6,5,nonword_small_simple,S138_erp
n400,-2.139,19,CP2,5,nonword_small_simple,S138_erp
n400,-3.797,20,CZ,5,nonword_small_simple,S138_erp
n400,-3.068,21,C4,5,nonword_small_simple,S138_erp
n400,0.916,22,T8,5,nonword_small_simple,S138_erp
n400,0.705,23,FC6,5,nonword_small_simple,S138_erp
n400,-1.008,24,FC2,5,nonword_small_simple,S138_erp
n400,3.162,25,F4,5,nonword_small_simple,S138_erp
n400,6.822,26,F8,5,nonword_small_simple,S138_erp
n400,-1.433,1,FP1,6,nonword_large_simple,S138_erp
n400,-4.926,2,Fz,6,nonword_large_simple,S138_erp
n400,-4.577,3,F3,6,nonword_large_simple,S138_erp
n400,-2.596,4,F7,6,nonword_large_simple,S138_erp
n400,-2.658,5,FC5,6,nonword_large_simple,S138_erp
n400,-2.643,6,FC1,6,nonword_large_simple,S138_erp
n400,-4.326,7,C3,6,nonword_large_simple,S138_erp
n400,-1.097,8,T7,6,nonword_large_simple,S138_erp
n400,-4.201,9,CP5,6,nonword_large_simple,S138_erp
n400,-2.787,10,CP1,6,nonword_large_simple,S138_erp
n400,-2.809,11,Pz,6,nonword_large_simple,S138_erp
n400,-3.517,12,P3,6,nonword_large_simple,S138_erp
n400,0.307,13,P7,6,nonword_large_simple,S138_erp
n400,-2.256,14,O1,6,nonword_large_simple,S138_erp
n400,-2.712,15,O2,6,nonword_large_simple,S138_erp
n400,-0.840,16,P4,6,nonword_large_simple,S138_erp
n400,2.637,17,P8,6,nonword_large_simple,S138_erp
n400,-2.289,18,CP6,6,nonword_large_simple,S138_erp
n400,-3.541,19,CP2,6,nonword_large_simple,S138_erp
n400,-3.912,20,CZ,6,nonword_large_simple,S138_erp
n400,-3.714,21,C4,6,nonword_large_simple,S138_erp
n400,-2.061,22,T8,6,nonword_large_simple,S138_erp
n400,-2.786,23,FC6,6,nonword_large_simple,S138_erp
n400,-6.498,24,FC2,6,nonword_large_simple,S138_erp
n400,-3.757,25,F4,6,nonword_large_simple,S138_erp
n400,-2.568,26,F8,6,nonword_large_simple,S138_erp
n400,0.236,1,FP1,1,Critical_word_small_family,S139_erp
n400,4.403,2,Fz,1,Critical_word_small_family,S139_erp
n400,4.662,3,F3,1,Critical_word_small_family,S139_erp
n400,6.059,4,F7,1,Critical_word_small_family,S139_erp
n400,4.200,5,FC5,1,Critical_word_small_family,S139_erp
n400,3.746,6,FC1,1,Critical_word_small_family,S139_erp
n400,3.369,7,C3,1,Critical_word_small_family,S139_erp
n400,1.810,8,T7,1,Critical_word_small_family,S139_erp
n400,0.481,9,CP5,1,Critical_word_small_family,S139_erp
n400,3.620,10,CP1,1,Critical_word_small_family,S139_erp
n400,3.674,11,Pz,1,Critical_word_small_family,S139_erp
n400,1.240,12,P3,1,Critical_word_small_family,S139_erp
n400,-3.595,13,P7,1,Critical_word_small_family,S139_erp
n400,-5.302,14,O1,1,Critical_word_small_family,S139_erp
n400,-4.090,15,O2,1,Critical_word_small_family,S139_erp
n400,3.237,16,P4,1,Critical_word_small_family,S139_erp
n400,-3.720,17,P8,1,Critical_word_small_family,S139_erp
n400,2.626,18,CP6,1,Critical_word_small_family,S139_erp
n400,6.087,19,CP2,1,Critical_word_small_family,S139_erp
n400,6.121,20,CZ,1,Critical_word_small_family,S139_erp
n400,5.615,21,C4,1,Critical_word_small_family,S139_erp
n400,2.566,22,T8,1,Critical_word_small_family,S139_erp
n400,3.664,23,FC6,1,Critical_word_small_family,S139_erp
n400,5.985,24,FC2,1,Critical_word_small_family,S139_erp
n400,5.160,25,F4,1,Critical_word_small_family,S139_erp
n400,1.063,26,F8,1,Critical_word_small_family,S139_erp
n400,4.038,1,FP1,2,Critical_word_large_family,S139_erp
n400,7.967,2,Fz,2,Critical_word_large_family,S139_erp
n400,7.102,3,F3,2,Critical_word_large_family,S139_erp
n400,4.019,4,F7,2,Critical_word_large_family,S139_erp
n400,4.065,5,FC5,2,Critical_word_large_family,S139_erp
n400,7.657,6,FC1,2,Critical_word_large_family,S139_erp
n400,4.592,7,C3,2,Critical_word_large_family,S139_erp
n400,1.854,8,T7,2,Critical_word_large_family,S139_erp
n400,1.589,9,CP5,2,Critical_word_large_family,S139_erp
n400,5.044,10,CP1,2,Critical_word_large_family,S139_erp
n400,4.619,11,Pz,2,Critical_word_large_family,S139_erp
n400,3.141,12,P3,2,Critical_word_large_family,S139_erp
n400,-2.322,13,P7,2,Critical_word_large_family,S139_erp
n400,-5.375,14,O1,2,Critical_word_large_family,S139_erp
n400,-4.987,15,O2,2,Critical_word_large_family,S139_erp
n400,4.227,16,P4,2,Critical_word_large_family,S139_erp
n400,-4.708,17,P8,2,Critical_word_large_family,S139_erp
n400,3.642,18,CP6,2,Critical_word_large_family,S139_erp
n400,7.795,19,CP2,2,Critical_word_large_family,S139_erp
n400,8.975,20,CZ,2,Critical_word_large_family,S139_erp
n400,7.550,21,C4,2,Critical_word_large_family,S139_erp
n400,2.833,22,T8,2,Critical_word_large_family,S139_erp
n400,6.289,23,FC6,2,Critical_word_large_family,S139_erp
n400,8.866,24,FC2,2,Critical_word_large_family,S139_erp
n400,8.022,25,F4,2,Critical_word_large_family,S139_erp
n400,4.999,26,F8,2,Critical_word_large_family,S139_erp
n400,-4.721,1,FP1,3,nonword_small_complex,S139_erp
n400,4.216,2,Fz,3,nonword_small_complex,S139_erp
n400,4.330,3,F3,3,nonword_small_complex,S139_erp
n400,-0.078,4,F7,3,nonword_small_complex,S139_erp
n400,2.991,5,FC5,3,nonword_small_complex,S139_erp
n400,5.031,6,FC1,3,nonword_small_complex,S139_erp
n400,0.799,7,C3,3,nonword_small_complex,S139_erp
n400,-0.812,8,T7,3,nonword_small_complex,S139_erp
n400,-1.934,9,CP5,3,nonword_small_complex,S139_erp
n400,2.351,10,CP1,3,nonword_small_complex,S139_erp
n400,2.836,11,Pz,3,nonword_small_complex,S139_erp
n400,0.240,12,P3,3,nonword_small_complex,S139_erp
n400,-5.366,13,P7,3,nonword_small_complex,S139_erp
n400,-6.377,14,O1,3,nonword_small_complex,S139_erp
n400,-5.980,15,O2,3,nonword_small_complex,S139_erp
n400,2.709,16,P4,3,nonword_small_complex,S139_erp
n400,-4.367,17,P8,3,nonword_small_complex,S139_erp
n400,-0.601,18,CP6,3,nonword_small_complex,S139_erp
n400,4.213,19,CP2,3,nonword_small_complex,S139_erp
n400,6.172,20,CZ,3,nonword_small_complex,S139_erp
n400,5.357,21,C4,3,nonword_small_complex,S139_erp
n400,1.634,22,T8,3,nonword_small_complex,S139_erp
n400,4.826,23,FC6,3,nonword_small_complex,S139_erp
n400,5.860,24,FC2,3,nonword_small_complex,S139_erp
n400,5.942,25,F4,3,nonword_small_complex,S139_erp
n400,2.995,26,F8,3,nonword_small_complex,S139_erp
n400,0.371,1,FP1,4,nonword_large_complex,S139_erp
n400,3.075,2,Fz,4,nonword_large_complex,S139_erp
n400,2.765,3,F3,4,nonword_large_complex,S139_erp
n400,3.273,4,F7,4,nonword_large_complex,S139_erp
n400,3.611,5,FC5,4,nonword_large_complex,S139_erp
n400,4.609,6,FC1,4,nonword_large_complex,S139_erp
n400,3.148,7,C3,4,nonword_large_complex,S139_erp
n400,3.202,8,T7,4,nonword_large_complex,S139_erp
n400,0.238,9,CP5,4,nonword_large_complex,S139_erp
n400,4.480,10,CP1,4,nonword_large_complex,S139_erp
n400,2.718,11,Pz,4,nonword_large_complex,S139_erp
n400,0.531,12,P3,4,nonword_large_complex,S139_erp
n400,-4.703,13,P7,4,nonword_large_complex,S139_erp
n400,-6.255,14,O1,4,nonword_large_complex,S139_erp
n400,-6.380,15,O2,4,nonword_large_complex,S139_erp
n400,2.329,16,P4,4,nonword_large_complex,S139_erp
n400,-5.625,17,P8,4,nonword_large_complex,S139_erp
n400,0.333,18,CP6,4,nonword_large_complex,S139_erp
n400,3.405,19,CP2,4,nonword_large_complex,S139_erp
n400,4.660,20,CZ,4,nonword_large_complex,S139_erp
n400,3.769,21,C4,4,nonword_large_complex,S139_erp
n400,0.921,22,T8,4,nonword_large_complex,S139_erp
n400,4.255,23,FC6,4,nonword_large_complex,S139_erp
n400,5.453,24,FC2,4,nonword_large_complex,S139_erp
n400,6.952,25,F4,4,nonword_large_complex,S139_erp
n400,2.979,26,F8,4,nonword_large_complex,S139_erp
n400,-1.805,1,FP1,5,nonword_small_simple,S139_erp
n400,5.978,2,Fz,5,nonword_small_simple,S139_erp
n400,4.712,3,F3,5,nonword_small_simple,S139_erp
n400,5.773,4,F7,5,nonword_small_simple,S139_erp
n400,6.817,5,FC5,5,nonword_small_simple,S139_erp
n400,5.370,6,FC1,5,nonword_small_simple,S139_erp
n400,2.344,7,C3,5,nonword_small_simple,S139_erp
n400,-0.399,8,T7,5,nonword_small_simple,S139_erp
n400,-2.495,9,CP5,5,nonword_small_simple,S139_erp
n400,-0.342,10,CP1,5,nonword_small_simple,S139_erp
n400,-1.898,11,Pz,5,nonword_small_simple,S139_erp
n400,-4.662,12,P3,5,nonword_small_simple,S139_erp
n400,-6.959,13,P7,5,nonword_small_simple,S139_erp
